consumer_price_index_item,month_of_forecast,year_of_forecast,year_being_forecast,attribute,forecast_percent_change
Meats,July,2003,2004,Mid point of prediction interval,3.4
"Meats, poultry, and fish",November,2003,2004,Lower bound of prediction interval,2.2
"Meats, poultry, and fish",October,2003,2004,Mid point of prediction interval,4.0
"Meats, poultry, and fish",October,2003,2004,Lower bound of prediction interval,0.3
"Meats, poultry, and fish",September,2003,2004,Upper bound of prediction interval,7.4
"Meats, poultry, and fish",September,2003,2004,Mid point of prediction interval,3.3
"Meats, poultry, and fish",September,2003,2004,Lower bound of prediction interval,-0.6
"Meats, poultry, and fish",August,2003,2004,Upper bound of prediction interval,6.6
"Meats, poultry, and fish",October,2003,2004,Upper bound of prediction interval,7.9
"Meats, poultry, and fish",August,2003,2004,Mid point of prediction interval,2.3
Meats,July,2003,2004,Upper bound of prediction interval,11.3
Meats,August,2003,2004,Mid point of prediction interval,3.5
Beef and veal,July,2003,2004,Lower bound of prediction interval,-3.1
Meats,December,2003,2004,Upper bound of prediction interval,26.5
Meats,December,2003,2004,Mid point of prediction interval,18.6
Meats,December,2003,2004,Lower bound of prediction interval,11.3
Meats,November,2003,2004,Upper bound of prediction interval,15.2
Meats,November,2003,2004,Mid point of prediction interval,8.8
Meats,August,2003,2004,Lower bound of prediction interval,-3.4
Meats,November,2003,2004,Lower bound of prediction interval,2.5
Meats,October,2003,2004,Mid point of prediction interval,5.5
Meats,October,2003,2004,Lower bound of prediction interval,-0.6
Meats,September,2003,2004,Upper bound of prediction interval,11.3
Meats,September,2003,2004,Mid point of prediction interval,4.5
Meats,September,2003,2004,Lower bound of prediction interval,-2.2
Meats,August,2003,2004,Upper bound of prediction interval,10.9
Meats,October,2003,2004,Upper bound of prediction interval,11.9
Beef and veal,February,2003,2003,Mid point of prediction interval,0.5
"Meats, poultry, and fish",August,2003,2004,Lower bound of prediction interval,-1.8
"Meats, poultry, and fish",July,2003,2004,Mid point of prediction interval,2.7
Food at home,July,2003,2004,Lower bound of prediction interval,-1.0
Food away from home,December,2003,2004,Upper bound of prediction interval,3.5
Food away from home,December,2003,2004,Mid point of prediction interval,2.6
Food away from home,December,2003,2004,Lower bound of prediction interval,1.6
Food away from home,November,2003,2004,Upper bound of prediction interval,3.2
Food away from home,November,2003,2004,Mid point of prediction interval,2.2
Food at home,July,2003,2004,Mid point of prediction interval,1.9
Food away from home,November,2003,2004,Lower bound of prediction interval,1.1
Food away from home,October,2003,2004,Mid point of prediction interval,1.9
Food away from home,October,2003,2004,Lower bound of prediction interval,0.8
Food away from home,September,2003,2004,Upper bound of prediction interval,3.3
Food away from home,September,2003,2004,Mid point of prediction interval,2.0
Food away from home,September,2003,2004,Lower bound of prediction interval,0.7
Food away from home,August,2003,2004,Upper bound of prediction interval,3.4
Food away from home,October,2003,2004,Upper bound of prediction interval,3.1
"Meats, poultry, and fish",July,2003,2004,Upper bound of prediction interval,7.2
Food at home,July,2003,2004,Upper bound of prediction interval,4.9
Food at home,August,2003,2004,Mid point of prediction interval,1.8
"Meats, poultry, and fish",July,2003,2004,Lower bound of prediction interval,-1.6
Food at home,December,2003,2004,Upper bound of prediction interval,5.2
Food at home,December,2003,2004,Mid point of prediction interval,3.0
Food at home,December,2003,2004,Lower bound of prediction interval,0.9
Food at home,November,2003,2004,Upper bound of prediction interval,5.2
Food at home,November,2003,2004,Mid point of prediction interval,2.7
Food at home,August,2003,2004,Lower bound of prediction interval,-1.0
Food at home,November,2003,2004,Lower bound of prediction interval,0.5
Food at home,October,2003,2004,Mid point of prediction interval,2.1
Food at home,October,2003,2004,Lower bound of prediction interval,-0.4
Food at home,September,2003,2004,Upper bound of prediction interval,4.8
Food at home,September,2003,2004,Mid point of prediction interval,2.1
Food at home,September,2003,2004,Lower bound of prediction interval,-0.4
Food at home,August,2003,2004,Upper bound of prediction interval,4.6
Food at home,October,2003,2004,Upper bound of prediction interval,4.6
Beef and veal,July,2003,2004,Mid point of prediction interval,2.9
Beef and veal,February,2003,2003,Upper bound of prediction interval,4.0
Beef and veal,March,2003,2003,Mid point of prediction interval,5.6
All food,October,2003,2003,Upper bound of prediction interval,2.2
All food,October,2003,2003,Mid point of prediction interval,2.0
All food,October,2003,2003,Lower bound of prediction interval,1.7
All food,September,2003,2003,Upper bound of prediction interval,2.3
All food,September,2003,2003,Mid point of prediction interval,2.0
All food,September,2003,2003,Lower bound of prediction interval,1.7
All food,August,2003,2003,Upper bound of prediction interval,2.3
All food,August,2003,2003,Mid point of prediction interval,1.9
All food,August,2003,2003,Lower bound of prediction interval,1.5
All food,July,2003,2003,Upper bound of prediction interval,2.5
Cereals and bakery products,January,2003,2003,Lower bound of prediction interval,-0.7
Cereals and bakery products,January,2003,2003,Mid point of prediction interval,0.8
Cereals and bakery products,January,2003,2003,Upper bound of prediction interval,2.3
Cereals and bakery products,February,2003,2003,Lower bound of prediction interval,0.4
Cereals and bakery products,February,2003,2003,Mid point of prediction interval,1.6
Cereals and bakery products,February,2003,2003,Upper bound of prediction interval,2.8
Cereals and bakery products,March,2003,2003,Lower bound of prediction interval,1.4
Cereals and bakery products,July,2003,2003,Upper bound of prediction interval,3.4
Cereals and bakery products,July,2003,2003,Mid point of prediction interval,2.8
Cereals and bakery products,July,2003,2003,Lower bound of prediction interval,2.2
Cereals and bakery products,June,2003,2003,Upper bound of prediction interval,3.4
Cereals and bakery products,June,2003,2003,Mid point of prediction interval,2.7
Cereals and bakery products,June,2003,2003,Lower bound of prediction interval,2.0
All food,November,2003,2003,Lower bound of prediction interval,1.9
Cereals and bakery products,May,2003,2003,Upper bound of prediction interval,3.4
Cereals and bakery products,May,2003,2003,Lower bound of prediction interval,1.7
Cereals and bakery products,April,2003,2003,Upper bound of prediction interval,3.7
Cereals and bakery products,April,2003,2003,Mid point of prediction interval,2.7
Cereals and bakery products,April,2003,2003,Lower bound of prediction interval,1.7
Cereals and bakery products,March,2003,2003,Upper bound of prediction interval,3.6
Cereals and bakery products,March,2003,2003,Mid point of prediction interval,2.5
Cereals and bakery products,May,2003,2003,Mid point of prediction interval,2.5
All food,November,2003,2003,Mid point of prediction interval,2.1
All food,November,2003,2003,Upper bound of prediction interval,2.2
All food,December,2003,2003,Lower bound of prediction interval,2.0
Sugar and sweets,August,2003,2003,Lower bound of prediction interval,1.8
Sugar and sweets,July,2003,2003,Upper bound of prediction interval,3.1
Sugar and sweets,July,2003,2003,Mid point of prediction interval,2.4
Sugar and sweets,July,2003,2003,Lower bound of prediction interval,1.7
Sugar and sweets,June,2003,2003,Upper bound of prediction interval,3.2
Sugar and sweets,June,2003,2003,Mid point of prediction interval,2.3
Sugar and sweets,August,2003,2003,Mid point of prediction interval,2.3
Sugar and sweets,June,2003,2003,Lower bound of prediction interval,1.5
Sugar and sweets,May,2003,2003,Mid point of prediction interval,2.2
Sugar and sweets,May,2003,2003,Lower bound of prediction interval,1.3
Sugar and sweets,April,2003,2003,Upper bound of prediction interval,3.8
Sugar and sweets,April,2003,2003,Mid point of prediction interval,2.6
Sugar and sweets,April,2003,2003,Lower bound of prediction interval,1.5
Sugar and sweets,March,2003,2003,Upper bound of prediction interval,3.6
Sugar and sweets,May,2003,2003,Upper bound of prediction interval,3.2
Cereals and bakery products,August,2003,2003,Lower bound of prediction interval,2.5
Sugar and sweets,August,2003,2003,Upper bound of prediction interval,2.9
Sugar and sweets,September,2003,2003,Mid point of prediction interval,2.3
All food,December,2003,2003,Mid point of prediction interval,2.1
All food,December,2003,2003,Upper bound of prediction interval,2.2
Beef and veal,April,2003,2003,Lower bound of prediction interval,3.0
Beef and veal,April,2003,2003,Mid point of prediction interval,5.6
Sugar and sweets,December,2003,2003,Upper bound of prediction interval,2.1
Sugar and sweets,December,2003,2003,Mid point of prediction interval,2.0
Sugar and sweets,September,2003,2003,Lower bound of prediction interval,1.8
Sugar and sweets,December,2003,2003,Lower bound of prediction interval,1.9
Sugar and sweets,November,2003,2003,Mid point of prediction interval,2.1
Sugar and sweets,November,2003,2003,Lower bound of prediction interval,1.9
Sugar and sweets,October,2003,2003,Upper bound of prediction interval,2.5
Sugar and sweets,October,2003,2003,Mid point of prediction interval,2.2
Sugar and sweets,October,2003,2003,Lower bound of prediction interval,1.8
Sugar and sweets,September,2003,2003,Upper bound of prediction interval,2.7
Sugar and sweets,November,2003,2003,Upper bound of prediction interval,2.3
Cereals and bakery products,August,2003,2003,Mid point of prediction interval,2.9
Cereals and bakery products,August,2003,2003,Upper bound of prediction interval,3.4
Cereals and bakery products,September,2003,2003,Lower bound of prediction interval,2.5
Nonalcoholic beverages,July,2003,2003,Upper bound of prediction interval,2.9
Nonalcoholic beverages,July,2003,2003,Mid point of prediction interval,0.9
Nonalcoholic beverages,July,2003,2003,Lower bound of prediction interval,-1.1
Nonalcoholic beverages,June,2003,2003,Upper bound of prediction interval,3.3
Nonalcoholic beverages,June,2003,2003,Mid point of prediction interval,0.8
Nonalcoholic beverages,June,2003,2003,Lower bound of prediction interval,-1.6
Nonalcoholic beverages,August,2003,2003,Lower bound of prediction interval,-1.6
Nonalcoholic beverages,May,2003,2003,Upper bound of prediction interval,4.1
Nonalcoholic beverages,May,2003,2003,Lower bound of prediction interval,-2.0
Nonalcoholic beverages,April,2003,2003,Upper bound of prediction interval,4.4
Nonalcoholic beverages,April,2003,2003,Mid point of prediction interval,0.7
Nonalcoholic beverages,April,2003,2003,Lower bound of prediction interval,-2.9
Nonalcoholic beverages,March,2003,2003,Upper bound of prediction interval,5.6
Nonalcoholic beverages,March,2003,2003,Mid point of prediction interval,1.2
Nonalcoholic beverages,May,2003,2003,Mid point of prediction interval,1.0
Nonalcoholic beverages,March,2003,2003,Lower bound of prediction interval,-3.0
Nonalcoholic beverages,August,2003,2003,Mid point of prediction interval,-0.1
Nonalcoholic beverages,September,2003,2003,Lower bound of prediction interval,-0.4
Beef and veal,March,2003,2003,Upper bound of prediction interval,8.9
All food,January,2003,2003,Lower bound of prediction interval,0.7
All food,January,2003,2003,Mid point of prediction interval,1.9
Nonalcoholic beverages,December,2003,2003,Upper bound of prediction interval,0.5
Nonalcoholic beverages,December,2003,2003,Mid point of prediction interval,0.3
Nonalcoholic beverages,December,2003,2003,Lower bound of prediction interval,0.1
Nonalcoholic beverages,August,2003,2003,Upper bound of prediction interval,1.5
Nonalcoholic beverages,November,2003,2003,Upper bound of prediction interval,1.2
Nonalcoholic beverages,November,2003,2003,Lower bound of prediction interval,0.3
Nonalcoholic beverages,October,2003,2003,Upper bound of prediction interval,1.1
Nonalcoholic beverages,October,2003,2003,Mid point of prediction interval,0.3
Nonalcoholic beverages,October,2003,2003,Lower bound of prediction interval,-0.4
Nonalcoholic beverages,September,2003,2003,Upper bound of prediction interval,1.9
Nonalcoholic beverages,September,2003,2003,Mid point of prediction interval,0.8
Nonalcoholic beverages,November,2003,2003,Mid point of prediction interval,0.7
Beef and veal,March,2003,2003,Lower bound of prediction interval,2.5
Nonalcoholic beverages,February,2003,2003,Upper bound of prediction interval,6.3
